title,url,type_bill,year,period
PL-167 Creditos Agropecuarios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2735-proyecto-de-ley-167-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-166 Prevencion del Trastorno Mental,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2734-proyecto-de-ley-166-de-2024,Proyecto de ley,2022-2023,2022 - 2026
PL-165 Colombia Mayor,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2733-proyecto-de-ley-165-de-2024,Proyecto de ley,2022-2023,2022 - 2026
PL-164 Contratacion carreras Tecnicas y Tecnologicas - Fuerzas Militares,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2732-proyecto-de-ley-164-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-163 Beneficio de la primera infancia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2731-proyecto-de-ley-163-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-162 Bicentenario batalla ayacucho,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2730-proyecto-de-ley-162-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-161 Desarrollo FamiliarDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2729-proyecto-de-ley-161-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-160 Delimita zonas de transicion de bosque alto-andinoDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2728-proyecto-de-ley-160-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-159 Atención Medica a Disforia de genero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2727-proyecto-de-ley-159-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-158 Ley Mamá cuentas Conmigo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2726-proyecto-de-ley-158-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-157 Adiciona Cargos de planta a la Fiscalina General de la Nacion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2725-proyecto-de-ley-157-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-156 Procedimiento para las victimas ante la JEP,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2723-proyecto-de-ley-156-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-155 Programa de alimentacion escolar (PAE),https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2722-proyecto-de-ley-155-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-154 Proteccion de ecosistemas acuaticos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2721-proyecto-de-ley-154-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-153 Regimen de bienes maritimos y costeros,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2720-proyecto-de-ley-153-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-152 Proteccion de fauna silvestre en vias terrestres,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2719-proyecto-de-ley-152-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-151 Responsabilidad Patrimonial en las entidades de salud (EPS),https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2718-proyecto-de-ley-151-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-150 Ley de concursos independientes para personas discapacitadas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2717-proyecto-de-ley-150-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-149 Ley heroinas y heroes de bata blanca,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2716-proyecto-de-ley-149-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-148 Inicativas Locales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2715-proyecto-de-ley-148-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-147 Regula el servicio de telefonia movil celular,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2714-proyecto-de-ley-147-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-146 Proteccion a usuarios de servicio de transporte aereo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2713-proyecto-de-ley-146-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-145 Periodicidad minima de informes de deforestacion y degradacion de los bosques,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2712-proyecto-de-ley-145-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-144 Crea la Direccion de Agroecologia Nacional,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2711-proyecto-de-ley-144-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-143 Modifica el codigo sustantivo del trabajo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2709-proyecto-de-ley-143-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-142 Accidentalidad vial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2708-proyecto-de-ley-142-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-141 Reforma procedimientos electorales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2707-proyecto-de-ley-141-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-140 Resuelve situacion militar a mayores de 24 años,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2706-proyecto-de-ley-140-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-139 Practicas laborales y pasantias,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2705-proyecto-de-ley-139-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-138 Politica Publica de lactancia Materna,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2704-proyecto-de-ley-138-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-137 Microcredito a poblaciones de escasos recursos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2703-proyecto-de-ley-137-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-136 Reduce la cotización mensual al régimen contributivo de salud de los pensionados ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2702-proyecto-de-ley-136-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-135 Re ajuste prima de actividad a agentes de la policia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2701-proyecto-de-ley-135-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-134 Prohibe animales en protestas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2698-proyecto-de-ley-134-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-133 Homenaje al Municipio de Ituango,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2697-proyecto-de-ley-133-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-132 Estimulos para los sufragantesDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2696-proyecto-de-ley-132-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-131 Reforma tributaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2695-proyecto-de-ley-131-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-130 ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2694-proyecto-de-ley-130-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-129 ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2693-proyecto-de-ley-129-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-128 Palangre y arrastre como tecnicas de pesca industrial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2692-proyecto-de-ley-128-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-127 Convenios solidarios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2691-proyecto-de-ley-127-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-126 Acuerdos de apoyo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2690-proyecto-de-ley-126-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-125 Politica publica de los cielos abiertos en el transporte aereo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2689-proyecto-de-ley-125-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-124 Sistema cenagoso de la zapatosa,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2688-proyecto-de-ley-124-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-123 Prohibe riñas de gallos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2687-proyecto-de-ley-123-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-122 Servicio Militar Trans,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2686-proyecto-de-ley-122-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-121 Declara utilidad publica e interes social el tendido construccion y operacion de redes - Tic´s,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2685-proyecto-de-ley-121-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-120 Cabildeo en el sector publico,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2684-proyecto-de-ley-120-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-119 Derechos Menstruales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2683-proyecto-de-ley-119-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-118 Sistema Nacional de Juventud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2682-proyecto-de-ley-118-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-117 IBC para Independientes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2681-proyecto-de-ley-117-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-116 Prohibe las cabalgatas en Colombia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2676-proyecto-de-ley-116-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-115 Derecho humano a la alimentacion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2675-proyecto-de-ley-115-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-114 fracking,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2674-proyecto-de-ley-114-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-113 Codigo sustantivo del trabajo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2673-proyecto-de-ley-113-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-112 Derechos sexuales y reproductivos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2669-proyecto-de-ley-112-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-111 Codigo electora Colombiano,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2670-proyecto-de-ley-111-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-110 Atencion durante el embarazo y primera infancia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2672-proyecto-de-ley-110-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-109 Violencia y acoso politico contra las mujeres,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2671-proyecto-de-ley-109-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-108 Cannabis de uso adulto,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2668-proyecto-de-ley-108-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-107 Reduccion de emisiones,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2667-proyecto-de-ley-107-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-106 Mujeres periodistas victimas de violencia de genero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2664-proyecto-de-ley-106-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-105 Entornos Seguros,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2663-proyecto-de-ley-105-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-104 Reduce el costo de derecho de Grado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2662-proyecto-de-ley-104-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-103 Prohibe progresivamente la exportacion maritima de animaes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2661-proyecto-de-ley-103-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-102 Modifica la ley 84 de 1989 ley 599 de 2000 ley 1774 de 2016,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2660-proyecto-de-ley-102-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-101 Protecciion y sancion del acoso sexual,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2659-proyecto-de-ley-101-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-100 Conservacion de los humedales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2658-proyecto-de-ley-100-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-099 Establecimiento de refugiosDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2657-proyecto-de-ley-099-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-098 Licencia ambiental,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2656-proyecto-de-ley-098-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-097 Regimen salarial de los congresistas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2655-proyecto-de-ley-097-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-096 Formalizacion de tierras para las mujeres,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2654-proyecto-de-ley-096-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-095 Violencia politica contra la mujer,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2653-proyecto-de-ley-095-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-094 Sistema unico de registro de profesiones,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2652-proyecto-de-ley-094-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-093 Participacion Paritaria de las Mujeres,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2651-proyecto-de-ley-093-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-092 Industria Farmaceutica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2650-proyecto-de-ley-092-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-091 Modificacion parcial ley 1355 de 2009,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2649-proyecto-de-ley-091-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-090 Protesta social,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2645-proyecto-de-ley-090-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-089 Sentencia de lectura facil,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2644-proyecto-de-ley-089-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-088 Presupuesto Rentas y Recursos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2643-proyecto-de-ley-088-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-087 Cabildeo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2642-proyecto-de-ley-087-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-086 Residuos solidos especiales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2641-proyecto-de-ley-086-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-085 Entretenimiento cruel con animales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2640-proyecto-de-ley-085-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-084 Convenio Subvenciones a la pesca,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2639-proyecto-de-ley-084-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-083 Convenio Reconocimiento de estudios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2638-proyecto-de-ley-083-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-082 Convenio Educacion Superior,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2637-proyecto-de-ley-082-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-081 Convenio Proteccion de la Maternidad,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2636-proyecto-de-ley-081-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-080 Convenio Para la seguridad social de la vida humana,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2635-proyecto-de-ley-080-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-079 Convenio Personal de Enfermeria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2634-proyecto-de-ley-079-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-078 Promocion y proteccion reciproca de inversiones,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2633-proyecto-de-ley-078-de-2024,Proyecto de ley,2022-2023,2022 - 2026
PL-077 Convenio 156 sobre la igualdad de oportunidaes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2632-proyecto-de-ley-077-de-2024,Proyecto de ley,2022-2023,2022 - 2026
PL-076 Convenio Control y gestion de agua de lastre,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2631-proyecto-de-ley-076-de-2024,Proyecto de ley,2022-2023,2022 - 2026
PL-075 Convenio Responsabilidad Civil,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2630-proyecto-de-ley-074-de-2024,Proyecto de ley,2022-2023,2022 - 2026
PL-074 Bienestar animal en la reproduccion,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2629-proyecto-de-ley-074-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-073 Pasos de Fauna,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2628-proyecto-de-ley-073-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-072 Derecho a la Salud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2627-proyecto-de-ley-072-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-071 Pago especial de la pension para la vejez,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2626-proyecto-de-ley-071-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-070 Reajuste anual de Pension,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2625-proyecto-de-ley-070-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-069 Acceso a la Educacion Superior,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2624-proyecto-de-ley-069-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-068 Ley del Patrullero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2623-proyecto-de-ley-068-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-067 Dignificacion Contratistas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2617-proyecto-de-ley-067-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-066 Datos Personales mensajes publicitarios,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2618-proyecto-de-ley-076-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-065 Beneficios Formalizacion MIPYMES,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2616-proyecto-de-ley-075-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-064 Beneficios CMJ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2615-proyecto-de-ley-074-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-063 Transformacion Agropecuaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2614-proyecto-de-ley-073-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-062 Proteccion Lideres Sociales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2613-proyecto-de-ley-072-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-061 Maximas Penas Contra NNA Codigo Infancia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2611-proyecto-de-ley-071-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-060 Financiacion Campañas Ediles,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2610-proyecto-de-ley-059-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-059 Codigo Oceanico Colombiano,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2609-proyecto-de-ley-059-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-058 Economia Circular,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2612-proyecto-de-ley-068-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL-057 Medidas de Aseguramiento,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2608-proyecto-de-ley-057-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-056 Se Crea Jurisdiccion Especial Agraria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2607-proyecto-de-ley-056-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-055 Tratamiento Penal Diferenciatorio Para Pequeños Agricultores,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2606-proyecto-de-ley-055-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-054 Regula Codigo Penitenciario Carcelario,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2605-proyecto-de-ley-054-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-053 Regula la impugnacion de las sentencias condenatorias,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2604-proyecto-de-ley-053-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-052 Guardias Campesinas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2602-proyecto-de-ley-052-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-051 Derechos de Grado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2601-proyecto-de-ley-051-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-050 Educacion Rural,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2600-proyecto-de-ley-050-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-049 Jornada Laboral Diurna,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2599-proyecto-de-ley-049-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-048 Subdireccion Vias Terciarias,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2598-proyecto-de-ley-048-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-047 Produccion tradicional de Panela,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2597-proyecto-de-ley-047-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-046 Zonas de Reserva Campesina,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2596-proyecto-de-ley-046-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-045 Fortalecer Plazas de Mercados Publicas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2595-proyecto-de-ley-045-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-044 Parques Campesinos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2594-proyecto-de-ley-044-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-043 Salud Rural,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2593-proyecto-de-ley-043-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-042 Higiene Menstrual en el Pais,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2592-proyecto-de-ley-042-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-041 Banco Nacional de Voluntariado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2591-proyecto-de-ley-041-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-040 Combatir el Hurto de Celulares en Colombia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2590-proyecto-de-ley-040-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-039 Educacion Rural,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2589-proyecto-de-ley-039-de-2022,Proyecto de ley,2022-2023,2022 - 2026
PL-038 Aviturismo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2588-proyecto-de-ley-038-de-2022,Proyecto de ley,2022-2023,2022 - 2026
