No Senado,No Cámara,Objeto de proyecto,Título,Autor,Origen,Fecha de radicación,Comisión,Estado,Contenido,Observaciones,url,Cuatrienio,Legislatura
029 23,,POR MEDIO DE LA CUAL SE INCENTIVA A LAS INSTITUCIONES EDUCATIVAS A LA CREACIÓN DE LA CÁTEDRA ANTICORRUPCIÓN PARA EDUCACIÓN MEDIA Y SE DICTAN OTRAS DISPOSICIONES,INCENTIVA A LAS INSTITUCIONES EDUCATIVAS A LA CREACIÓN DE LA CÁTEDRA ANTICORRUPCIÓN PARA EDUCACIÓN MEDIA Y SE DICTAN OTRAS DISPOSICIONES,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/29,2022 - 2026,2023 - 2024
030 23,,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 635 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES,MODIFICA LA LEY 635 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/30,2022 - 2026,2023 - 2024
031 23,,POR MEDIO DE LA CUAL SE REGLAMENTA LA PRESENTACIÓN DE LA LICENCIA DE CONDUCCIÓN DIGITAL Y SE DICTYAN OTRAS DISPOSICIONES,REGLAMENTA LA PRESENTACIÓN DE LA LICENCIA DE CONDUCCIÓN DIGITAL Y SE DICTYAN OTRAS DISPOSICIONES,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,TRANSPORTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/31,2022 - 2026,2023 - 2024
032 23,,POR MEDIO DE LA CUAL SE ESTABLECEN LAS PAUTAS PARA LA IMPLEMENTACIÓN Y OPERACIÓN DEL SISTEMA DE BICICLETAS PÚBLICAS Y SE DICTAN OTRAS DISPOSICIONES,ESTABLECEN LAS PAUTAS PARA LA IMPLEMENTACIÓN Y OPERACIÓN DEL SISTEMA DE BICICLETAS PÚBLICAS Y SE DICTAN OTRAS DISPOSICIONES,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,TRANSPORTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/32,2022 - 2026,2023 - 2024
033 23,,POR MEDIO DE LA CUAL SE AMPLÍA LA COBERTURA DE VACUNACIÓN CONTRA EL VIRUS DEL PAPILOMA HUMANO VPH,AMPLÍA LA COBERTURA DE VACUNACIÓN CONTRA EL VIRUS DEL PAPILOMA HUMANO VPH,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,ARCHIVADO POR RETIRO DEL AUTOR,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/33,2022 - 2026,2023 - 2024
034 23,,POR MEDIO DE LA CUAL SE DISPONE LA INSTALACIÓN OBLIGATORIA DE BEBEDEROS DE AGUA POTABLE EN EL ESPACIO PÚBLICO,DISPONE LA INSTALACIÓN OBLIGATORIA DE BEBEDEROS DE AGUA POTABLE EN EL ESPACIO PÚBLICO,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/34,2022 - 2026,2023 - 2024
035 23,,POR MEDIO DE LA CUAL SE PROMUEVE Y REGULA EL USO DE PERROS GUÍA O DE ASISTENCIA,PROMUEVE Y REGULA EL USO DE PERROS GUÍA O DE ASISTENCIA,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,PRIMERA,ARCHIVADO,,ANIMAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/35,2022 - 2026,2023 - 2024
036 23,,"POR MEDIO DE LA CUAL SE REGULA LA FINANCIACIÓN PÚBLICA DEL TRIBUNAL NACIONAL DE ÉTICA OPTOMÉTRICA, TRIBUNALES SECCIONALES DE ÉTICA OPTOMÉTRICA Y EL TRIBUNAL NACIONAL DE ÉTICA DE TERAPIA RESPIRATORIA, TRIBUNALES DEPARTAMENTALES DE ÉTICA DE TERAPIA RESPIRATORIA.",REGULA LA FINANCIACIÓN PÚBLICA DEL TRIBUNAL NACIONAL DE ÉTICA OPTOMÉTRICA,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/36,2022 - 2026,2023 - 2024
037 23 ACUM 090 23,,"POR MEDIO DE LA CUAL SE CREAN LINEAMIENTOS PARA LA FIJACIÓN DE TARIFAS, INCREMENTOS ANUALES Y DISTANCIAS MINIMAS CORRESPONDIENTES A LOS PEAJES EN LA INFRAESTRUCTURA DE TRANSPORTE A CARGO DE LA NACIÓN Y DE LAS ENTIDADES TERRITORIALES",CREAN LINEAMIENTOS PARA LA FIJACIÓN DE TARIFAS,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/37,2022 - 2026,2023 - 2024
038 23,,"POR MEDIO DE LA CUAL SE DECLARA AL RIO MAGDALENA, SU CUENCA, AFLUENTES Y DESEMBOCADURA, COMO SUJETO DE DERECHOS Y SE DICTAN OTRAS DISPOSICIONES",DECLARA AL RIO MAGDALENA,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,QUINTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/38,2022 - 2026,2023 - 2024
039 23,,"POR LA CUAL SE REGLAMENTAN LAS ACTIVIDADES DE INVESTIGACIÓN, EDUCACIÓN Y ESTUDIOS BIOLÓGICOS QUE INVOLUCREN EL USO DE ANIMALES VIVOS, Y SE DICTAN OTRAS DISPOSICIONES",REGLAMENTAN LAS ACTIVIDADES DE INVESTIGACIÓN,['ANDREA PADILLA VILLARRAGA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/39,2022 - 2026,2023 - 2024
040 23,452 24,"POR MEDIO DE LA CUAL SE REGULAN LOS SERVICIOS DE CUIDADO PARA ANIMALES DE COMPAÑIA, SE PROTEGEN LOS DERECHOS DE LOS USUARIOS Y SE DICTAN OTRAS DISPOSICIONES. LEY KIARA",REGULAN LOS SERVICIOS DE CUIDADO PARA ANIMALES DE COMPAÑIA,['ANDREA PADILLA VILLARRAGA'],SENADO DE LA REPUBLICA,25 Julio 2023,QUINTA,PENDIENTE DESIGNAR PONENTES EN CÁMARA,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/40,2022 - 2026,2023 - 2024
041 23,,"POR LA CUAL SE PROMUEVE EL TRABAJO EN BENEFICIO DE LA COMUNIDAD EN EL SISTEMA PENAL COLOMBIANO, SE MODIFICA Y ADICIONA LA LEY 599 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES",PROMUEVE EL TRABAJO EN BENEFICIO DE LA COMUNIDAD EN EL SISTEMA PENAL COLOMBIANO,['GUIDO ECHEVERRI PIEDRAHITA'],SENADO DE LA REPUBLICA,25 Julio 2023,PRIMERA,ARCHIVADO,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/41,2022 - 2026,2023 - 2024
042 23,,POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS EN MATERIA PENAL Y DE PROCEDIMIENTO PENAL PARA LA LUCHA CONTRA EL HURTO Y LA INSEGURIDAD URBANA,ADOPTAN MEDIDAS EN MATERIA PENAL Y DE PROCEDIMIENTO PENAL PARA LA LUCHA CONTRA EL HURTO Y LA INSEGURIDAD URBANA,['JONATHAN PULIDO HERNÁNDEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,PRIMERA,ARCHIVADO POR RETIRO DEL AUTOR,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/42,2022 - 2026,2023 - 2024
043 23,,"POR MEDIO DE LA CUAL SE MODIFICAN LOS ARTÍCULOS 297, 310 Y 449 DE LA LEY 906 DE 2004 Y SE ADOPTAN MEDIDAS PARA PROPENDER POR LA EFICACIA DE LA JUSTICIA EN MATERIA PENAL JUSTICIA EFICAZ Y MÁS SEGURIDAD",MODIFICAN LOS ARTÍCULOS 297,['DAVID LUNA SÁNCHEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,PRIMERA,ARCHIVADO,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/43,2022 - 2026,2023 - 2024
044 23,,NO MAS ABUSOS A LAS MOTOS,NO MAS ABUSOS A LAS MOTOS,['JONATHAN PULIDO HERNANDEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,TRANSPORTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/44,2022 - 2026,2023 - 2024
045 23,,POR LA CUAL SE MODIFICA EL CÓDIGO NACIONAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA LEY UN BOZAL QUE SALVA VIDAS,MODIFICA EL CÓDIGO NACIONAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA LEY UN BOZAL QUE SALVA VIDAS,['JONATHAN PULIDO HERNÁNDEZ.'],SENADO DE LA REPUBLICA,25 Julio 2023,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/45,2022 - 2026,2023 - 2024
046 23,423 24,"POR MEDIO DE LA CUAL SE CREA EL FONDO DE EMPRENDIMIENTO PARA LA MUJER, FEM, COMO INSTRUMENTO PARA IMPULSAR EL EMPRENDIMIENTO, EL EMPLEO Y LA CULTURA FINANCIERA Y SE DICTAN OTRAS DISPOSICIONES.",CREA EL FONDO DE EMPRENDIMIENTO PARA LA MUJER,"['DIELA LILIANA BENAVIDES', ' ANA CAROLINA ESPITIA PERÉZ', ' EFRAÍN JOSE CEPEDA SARABIA', ' JOSE ALFREDO GNECCO', ' JUAN CARLOS GARCÉS ROJAS', ' MIGUEL ÁNGEL BARRETO CASTILLO', ' MARCO DANIEL PINEDA GARCÍA', ' KARINA ESPINOSA OLIVER', ' NICOLAS ALBEIRO ECHEVERRY', ' NADIA BLEL SCAFF', ' SOLEDAD TAMAYO TAMAYO.']",SENADO DE LA REPUBLICA,25 Julio 2023,TERCERA,PENDIENTE DESIGNAR PONENTES EN CÁMARA,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/46,2022 - 2026,2023 - 2024
047 23,041 22,"POR MEDIO DE LA CUAL SE ESTABLECEN MECANISMOS PARA UNA EFECTIVA PARTICIPACIÓN LABORAL DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS NARP E INDÍGENAS Y ROM, EN LOS NIVELES DECISORIOS DE LAS DIFERENTES RAMAS Y ÓRGANOS DEL PODER PÚBLICO, SE MODIFICA LA LEY 581 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES",ESTABLECEN MECANISMOS PARA UNA EFECTIVA PARTICIPACIÓN LABORAL DE LAS COMUNIDADES NEGRAS,['ANA ROGELIA MONSALVE ÁLVAREZ'],CÁMARA DE REPRESENTANTES,22 Julio 2022,PRIMERA,ARCHIVADO,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/47,2022 - 2026,2023 - 2024
048 23,231 22,"POR MEDIO DE LA CUAL SE PROMUEVE EL USO DE LA INFRAESTRUCTURA DEPORTIVA, RECREATIVA, DE ACTIVIDAD FÍSICA Y CULTURAL, DE NATURALEZA PÚBLICA ESCENARIOS DEPORTIVOS",PROMUEVE EL USO DE LA INFRAESTRUCTURA DEPORTIVA,"['ALFREDO APE CUELLO BAUTE', ' LIBARDO CRUZ CASADO']",CÁMARA DE REPRESENTANTES,06 Octubre 2022,SEXTA,PENDIENTE ENVIAR A SANCIÓN,,DEPORTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/48,2022 - 2026,2023 - 2024
049 23,457 24,"POR LA CUAL SE PROMUEVE EL DESARROLLO TECNOLÓGICO EN MATERIA DE SEGURIDAD Y VIGILANCIA PRIVADA, SE MEJORA EL BIENESTAR DE LOS PERROS USADOS EN ESTAS ACTIVIDADES, Y SE DICTAN OTRAS DISPOSICIONES",PROMUEVE EL DESARROLLO TECNOLÓGICO EN MATERIA DE SEGURIDAD Y VIGILANCIA PRIVADA,['ANDREA PADILLA VILLARRAGA'],SENADO DE LA REPUBLICA,28 Julio 2023,SEXTA,PENDIENTE DESIGNAR PONENTES EN CÁMARA,,ANIMAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/49,2022 - 2026,2023 - 2024
050 23,,"POR EL CUAL SE ADOPTAN MEDIDAS PARA GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES, REDUCIR RIESGOS SANITARIOS Y MEJORAR EL BIENESTAR DE LAS GALLINAS PONEDORAS, POLLOS BROILER Y HEMBRAS PORCINAS USADAS EN PRODUCCIÓN PECUARIA, Y SE DICTAN OTRAS DISPOSICIONES",POR EL CUAL SE ADOPTAN MEDIDAS PARA GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES,['ANDREA PADILLA VILLARRAGA'],SENADO DE LA REPUBLICA,31 Julio 2023,QUINTA,ARCHIVADO POR RETIRO DEL AUTOR,,ANIMAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/50,2022 - 2026,2023 - 2024
051 23,459 24,NUEVO CÓDIGO PROCESAL DEL TRABAJO Y DE LA SEGURIDAD SOCIAL,NUEVO CÓDIGO PROCESAL DEL TRABAJO Y DE LA SEGURIDAD SOCIAL,"['Presidente de la Corte Suprema de Justicia', ' Dr. FERNANDO CASTILLO CADENA', ' Presidente de la sala laboral', ' Dr. GERARDO BOTERO ZULUAGA']",SENADO DE LA REPUBLICA,01 Agosto 2023,PRIMERA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN CÁMARA,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/51,2022 - 2026,2023 - 2024
052 23,,POR MEDIO DEL CUAL SE MODIFICA PARCIALMENTE LA LEY 56 DE 1981,POR MEDIO DEL CUAL SE MODIFICA PARCIALMENTE LA LEY 56 DE 1981,"['ESTEBAN QUINTERO CARDONA', ' ANDRÉS GUERRA HOYOS', ' PAOLA ANDREA HOLGUIN MORENO', ' YENNY ROZO ZAMBRANO', ' LAURA FORTICH SÁNCHEZ', ' ENRIQUE CABRALES BAQUERO', ' MIGUEL ANGEL BARRETO CASTILLO', ' ISABEL CRISTINA ZULETA', ' EFRAIN CEPEDA SARABIA', ' MARCOS DANIEL PINEDA', ' SAMY MERHEG MARUN', ' FABIAN DÍAZ PLATA', ' SANDRA JAIMES CRUZ', ' JOSÉ DAVID NAME', ' MIGUEL URIBE TURBAY', ' ALEJANDRO CARLOS CHACÓN', ' JUAN FELIPE LEMOS URIBE', ' JAIME DURÁN BARRERA', ' JOSÉ VICENTE CARREÑO', ' JOSUE ALIRIO BARRERA', ' FABIO AMIN SALEME', ' JUAN DIEGO ECHAVARRÍA', ' LIDIO GARCÍA TURBAY', ' JUAN PABLO GALLO', ' MAURICIO GIRALDO', ' GUSTAVO MORENO HURTADO', ' PAULINO RIASCOS RIASCOS', ' JAIRO CASTELLANOS', ' CLAUDIA PÉREZ GIRALDO', ' PEDRO H. FLOREZ PORRAS', ' BERENICE BEDOYA PEREZ', ' GUIDO ECHVERRI PIEDRAHITA', ' CARLOS BENAVIDES MORA', ' JONATHAN PULIDO HERNANDEZ', ' GERMÁN BLANCO ALVAREZ', ' ROBERT DAZA', ' HONORIO HENRIQUEZ PINEDO', ' SOLEDAD TAMAYO TAMAYO', ' PALOMA VALENCIA LASERNA', ' JOHN JAIRO ROLDAN AVENDAÑO', ' JOHN MOISES BESAILE FAYAD', ' ALEJANDRO VEGA PÉREZ.']",SENADO DE LA REPUBLICA,01 Agosto 2023,TERCERA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,MEDIO AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/52,2022 - 2026,2023 - 2024
053 23,,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 430 DEL CÓDIGO SUSTANTIVO DEL TRABAJO, PROHIBICIÓN DE LA HUELGA EN LOS SERVICIOS PÚBLICOS ESENCIALES",MODIFICA EL ARTÍCULO 430 DEL CÓDIGO SUSTANTIVO DEL TRABAJO,"['MARÍA FERNANDA CABAL MOLINA', ' PALOMA VALENCIA LASERNA', ' CRISTIAN GARCÉS ALJURE', ' HERNAN DARÍO CADAVID MÁRQUEZ.']",SENADO DE LA REPUBLICA,01 Agosto 2023,SEPTIMA,ARCHIVADO,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/53,2022 - 2026,2023 - 2024
054 23,,"POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1475 DE 2011, Y SE DICTAN OTRAS DISPOSICIONES",MODIFICA LA LEY 1475 DE 2011,"['ANA PAOLA AGUDELO GARCÍA', ' MANUEL VIRGUEZ PIRAQUIVE', ' CARLOS EDUARDO GUEVARA VILLABÓN', ' H.R IRMA LUZ HERRERA RODRÍGUEZ']",SENADO DE LA REPUBLICA,01 Agosto 2023,PRIMERA,ARCHIVADO,,ELECTORAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/54,2022 - 2026,2023 - 2024
055 23,424 24,POR MEDIO DE LA CUAL SE FORTALECE LA LEY 1616 DE 2013 Y LA POLÍTICA NACIONAL DE SALUD MENTAL Y SE DICTAN OTRAS DISPOSICIONES,FORTALECE LA LEY 1616 DE 2013 Y LA POLÍTICA NACIONAL DE SALUD MENTAL Y SE DICTAN OTRAS DISPOSICIONES,"['ANA PAOLA AGUDELO GARCÍA', ' MANUEL VIRGUEZ PIRAQUIVE', ' CARLOS EDUARDO GUEVARA VILLABÓN', ' IRMA LUZ HERRERA RODRÍGUEZ.']",SENADO DE LA REPUBLICA,01 Agosto 2023,SEPTIMA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN CÁMARA,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/55,2022 - 2026,2023 - 2024
056 23,,POR MEDIO DE LA CUAL SE PROMUEVE LA CONSERVACIÓN DE HUMEDALES EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES,PROMUEVE LA CONSERVACIÓN DE HUMEDALES EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES,"['ESMERALDA HERNANDEZ SILVA', ' CAROLINA GIRALDO BOTERO']",SENADO DE LA REPUBLICA,01 Agosto 2023,QUINTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,MEDIO AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/56,2022 - 2026,2023 - 2024
057 23 acumulado al PL. 128 23,,POR MEDIO DE LA CUAL SE MODIFICA EL CÓDIGO GENERAL DEL PROCESO DECLARANDO LA INEMBARGABILIDAD DE LOS SERES SINTIENTE DE COMPAÑÍA Y SE DICTAN OTRAS DISPOSICIONES,MODIFICA EL CÓDIGO GENERAL DEL PROCESO DECLARANDO LA INEMBARGABILIDAD DE LOS SERES SINTIENTE DE COMPAÑÍA Y SE DICTAN OTRAS DISPOSICIONES,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', ' JUAN CARLOS GARCÉS ROJAS.']",SENADO DE LA REPUBLICA,01 Agosto 2023,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/57,2022 - 2026,2023 - 2024
058 23,,POR MEDIO DEL CUAL SE ESTABLECEN LOS CRITERIOS VOLUNTARIOS DE GOBERNANZA Y DEMOCRATIZACIÓN EN LA EDUCACIÓN SUPERIOR Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE ESTABLECEN LOS CRITERIOS VOLUNTARIOS DE GOBERNANZA Y DEMOCRATIZACIÓN EN LA EDUCACIÓN SUPERIOR Y SE DICTAN OTRAS DISPOSICIONES,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', ' JUAN CARLOS GARCÉS ROJAS.']",SENADO DE LA REPUBLICA,01 Agosto 2023,SEXTA,ARCHIVADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/58,2022 - 2026,2023 - 2024
059 23,,"POR MEDIO DE LA CUAL SE ESTABLECEN LOS LINEAMIENTOS DE POLÍTICA PÚBLICA PARA EL DESARROLLO, USO E IMPLEMENTACIÓN DE INTELIGENCIA ARTIFICIAL Y SE DICTAN OTRAS DISPOSICIONES",ESTABLECEN LOS LINEAMIENTOS DE POLÍTICA PÚBLICA PARA EL DESARROLLO,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', ' JUAN CARLOS GARCÉS ROJAS']",SENADO DE LA REPUBLICA,01 Agosto 2023,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,TECNOLOGIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/59,2022 - 2026,2023 - 2024
060 23,443 24,POR MEDIO DEL CUAL SE ESTABLECEN DIRECTRICES PARA LA MEJORA DE LOS PROCESOS DE SELECCIÓN Y OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE,POR MEDIO DEL CUAL SE ESTABLECEN DIRECTRICES PARA LA MEJORA DE LOS PROCESOS DE SELECCIÓN Y OPERACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR PAE,"['ANTONIO JOSÉ CORREA JIMÉNEZ', ' JORGE ELIECER SALAZAR LÓPEZ', ' TERESA DE JESÚS ENRIQUEZ ROSERO', ' HERNANDO GUIDA PONCE']",SENADO DE LA REPUBLICA,01 Agosto 2023,SEXTA,PENDIENTE DESIGNAR PONENTES EN CÁMARA,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/60,2022 - 2026,2023 - 2024
061 23,,POR MEDIO DE LA CUAL SE DICTAN MEDIDAS PARA CONTRARRESTAR LA EXPLOTACIÓN SEXUAL COMERCIAL DE NIÑOS Y NIÑAS Y ADOLESCENTES Y SE DICTAN OTRAS DISPOSICIONES,DICTAN MEDIDAS PARA CONTRARRESTAR LA EXPLOTACIÓN SEXUAL COMERCIAL DE NIÑOS Y NIÑAS Y ADOLESCENTES Y SE DICTAN OTRAS DISPOSICIONES,"['NADIA BLEL SCAFF', ' HONORIO MIGUEL HENRÍQUEZ', ' NORMA HURTADO SÁNCHEZ', ' SOLEDAD TAMAYO', ' MIGUEL ANGEL BARRETO', ' LORENA RIOS CUELLAR', ' NICOLAS ALBEIRO ECHVERRY', ' CLAUDIA PÉREZ GIRALDO', ' KARINA ESPINOSA OLIVER', ' BERENICE BEDOYA PÉREZ', ' ANA MARÍA CASTAÑEDA', ' MIGUEL ANGEL PINTO', ' MAURICIO GÓMEZ AMIN', ' LAURA FORTICH SÁNCHEZ', ' JONATHAN PULIDO HERNÁNDEZ', ' PEDRO FLÓREZ PORRAS', ' EFRAIN CEPEDA SARABIA', ' CARLOS MARIO FARELO', ' DIDIER LOBO CHINCHILLA', ' FABIAN DÍAZ PLATA', ' LILIANA BENAVIDES SOLARTE', ' JOSÉ ALFREDO MARÍN LOZANO', ' JUAN CARLOS GARCÉS ROJAS', ' LUIS MIGUEL LÓPEZ. y otras firmas ilegibles']",SENADO DE LA REPUBLICA,01 Agosto 2023,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,VIOLENCIA SEXUAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/61,2022 - 2026,2023 - 2024
062 23,448 24,"POR MEDIO DEL CUAL SE DICTAN MEDIDAS PARA RECONOCER, PREVENIR Y SANCIONAR VIOLENCIA VICARIA COMO UNA MANIFESTACIÓN DE VIOLENCIA DE GÉNERO Y SE DICTAN OTRAS DISPOSICIONES LEY GABRIEL ESTEBAN",POR MEDIO DEL CUAL SE DICTAN MEDIDAS PARA RECONOCER,"['NADIA BLEL SCAFF', ' GERMAN BLANCO ÁLVAREZ', ' LILIANA BITAR CASTILLA', ' SOLEDAD TAMAYO TAMAYO', ' NICOLAS ALBEIRO ECHEVERRY', ' MIGUEL BARRETO CASTILLO', ' CLAUDIA PÉREZ GIRALDO', ' KARINA ESPINOSA OLIVER', ' ANA MARÍA CASTAÑEDA', ' BERENICE BEDOYA', ' ANGELICA LOZANO CORREA', ' EFRAIN CEPEDA SARABIA', ' CARLOS MARIO FARELO', ' DIDIER LOBO CHINCHILLA', ' HONORIO HENRIQUEZ PINEDO', ' JOSÉ ALFREDO MARÍN LOZANO', ' RUTH CAICEDO DE ENRIQUEZ', ' DELCY ESPERANZA ISAZA y otras firmas ilegibles.']",SENADO DE LA REPUBLICA,01 Agosto 2023,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN CÁMARA,,VIOLENCIA DE GENERO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/62,2022 - 2026,2023 - 2024
