,number,title,Autores,type_bill,year,period,state_bill,authors_positions,authors_count
178,PL134-22,PL-134 Prohibe animales en protestas,['Juan Carlos Lozada Vargas'],Proyecto de ley,2022-2023,2022 - 2026,ley,0.0,1.0
180,PL132-22,PL-132 Estimulos para los sufragantesDescargar ,['H.S: JOSÉ ALFREDO GNECCO ZULETA'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,1.0
182,PL130-22,PL-130 ,"['PEDRO HERNANDO FLÓREZ PORRAS', 'SANDRA RAMÍREZ LOBO SILVA', 'NORMA HURTADO SÁNCHEZ', 'EDWING FABIÁN DÍAZ PLATA', 'MARTHA PERALTA EPIEYÚ', 'BEATRIZ LORENA RÍOS CUELLLAR;  DOLCEY OSCAR TORRES ROMERO.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.42857142857142855,7.0
183,PL129-22,PL-129 ,['PEDRO HERNANDO FLÓREZ PORRAS.\r\n DOLCEY OSCAR TORRES ROMERO'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.5,2.0
184,PL128-22,PL-128 Palangre y arrastre como tecnicas de pesca industrial,"['H.S: JORGE BENEDETTI MARTELO', 'ARTURO CHAR CHALJUB', 'CARLOS ABRAHAM JIMENEZ', 'DIDIER LOBO CHINCHILLA', 'EDGAR JESUS DIAZ CONTRERAS', 'JOSE LUIS PEREZ OYUELA', 'ANA MARIA CASTAÑEDA GOMEZ', 'CARLOS \r\nH.R: ALBERTO CUENCA CHAUX', 'HERNANDO GONZALEZ', 'JAIME RODRIGUEZ CONTRERAS', 'JAIRO CRISTOCORREA', 'JOHN EDGAR PEREZ ROJAS', 'LINA MARIA GARRIDO MARTIN', 'MAURICIO PARODI DIAZ', 'MODESTO ENRIQUE AGUILERA VIDES', 'NESTOR LEONARDO RICO RICO', 'SANDRA MILENA RAMIREZ CAVIDES', 'BETSY JUDITH PEREZ ARANGO', 'ADRIANA CAROLINA ARBELCIER.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,19.0
185,PL127-22,PL-127 Convenios solidarios,"['H.S: DIDIER LOBO CHINCHILLA', 'ANTONIO ZABARAIN GUEVARA', 'ARTURO CHAR CHALJUB', 'CARLOS ABRAHAM JIMENEZ', 'ANA MARIA CASTAÑEDA GOMEZ', 'JORGE BENEDETTI MARTELO', 'EDGAR JESUS DIAZ CONTRERAS.\r\nH.R:HERNANDO GONZALEZ', 'JAIRO HUMBERTO CRISTO CORREA', 'CARLOS ALBERTO CUENCA CHAUX', 'JOHN EDGAR PEREZ ROJAS', 'JORGE MENDEZ', 'LINA MARIA GARRIDO MARTIN', 'MAURICIO PARODI DIAZ', 'MODESTO ENRIQUE AGUILERA VIDES', 'NESTOR LEONARDO RICO RICO', 'OSCAR RODRIGO CAMPO HURTADO. BAYARDO GILBERTO BETANCOURT', 'VICTO ANDRES TOVAR TRUJILLO', 'SANDRA MILENA RAMIREZ CAVIEDES', 'JAIME RODRIGUEZ CONTRERAS', 'JULIO CESAR TRIANA QUINTERO.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,22.0
186,PL126-22,PL-126 Acuerdos de apoyo,"['H.S: DIDIER LOBO CHINCHILLA', 'ANTONIO ZABARAIN GUEVARA', 'ARTURO CHAR CHALJUB', 'CARLOS ABRAHAM JIMENEZ', 'ANA MARIA CASTAÑEDA GOMEZ', 'CARLOS MARIO FARELO DAZA', 'EDGAR JESUS DIAZ CONTRERAS.\r\nH.R: BAYARDO GILBERTO BETANCOURT', 'CARLOS ALBERTO CUENCA CHAUX', 'HERNANDO GONZALEZ', 'JAIME RODRIGUEZ CONTRERAS', 'JAIRO HUMBERTO CRISTO CORREA', 'JOHN EDGAR PEREZ ROJAS', 'SANDRA MILENA RAMIREZ CAVIEDES', 'LINA MARIA GARRIDO MARTIN', 'MAURICIO PARODI DIAZ', 'MODESTO ENRIQUE AGUILERA VIDES', 'NESTOR LEONARDO RICO RICO', 'OSCAR RODRIGO CAMPO HURTADO. Y OTRAS FIRMAS.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,19.0
187,PL125-22,PL-125 Politica publica de los cielos abiertos en el transporte aereo,"['H.S: ANTONIO LUIS ZABARAIN GUEVARA', 'CARLOS ABRAHAM JIMENEZ', 'EDGAR JESUS DIAZ CONTRERAS', 'JORGE BENEDETTI MARTELO', 'JOSE LUIS PEREZ OYUELA', 'ARTUTO CHAR CHALJUB', 'CARLOS  MARIO FARELO DAZA', 'ANA MARIA CASTANEDA GOMEZ.\r\nH.R: BETSY JUDITH PEREZ ARANGO', 'CARLOS ALBERTO CUENCA CHAUX', 'HERNANDO GONZALEZ', 'JAIRO HUMBERTO CRISTO CORREA', 'JOHN EDGAR PEREZ ROJAS', 'JORGE MENDEZ HERNANDEZ', 'LINA MARIA GARRIDO MARTIN', 'MAURICIO PARODI DIAZ', 'MODESTO ENRIQUE AGUILERA VIDES', 'NESTOR LEONARDO RICO RICO', 'OSCAR RODRIGO  CAMPO HURTADO', 'VICTOR ANDRES TOVAR TRUJILLO', 'BAYARDO GILBERTO BETANCOURT Y OTRAS FIRMAS']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,21.0
188,PL124-22,PL-124 Sistema cenagoso de la zapatosa,"['DIDIER LOBO CHINCHILLA', 'JORGE ENRIQUE BENEDETTI MARTELO', 'ANTONIO LUIS ZABARAÍN GUEVARA', 'ARTURO CHAR CHALJUB', 'CARLOS ABRAHAM JIMÉNEZ', 'CARLOS MARIO FARELO DAZA', 'EDGAR DÍAZ CONTRERAS', 'JOSE LUIS PÉREZ OYUELA HERNANDO GONZÁLEZ', 'JOHN EDGAR PÉREZ ROJAS', 'JORGE MÉNDEZ HERNÁNDEZ', 'LINA MARÍA GARRIDO MARTÍN', 'MAURICIO PARODI DÍAZ', 'MODESTO ENRIQUE AGUILERA VIDES', 'NESTOR LEONARDO RICO RICO', 'VÍCTOR ANDRÉS TOVAR TRUJILLO', 'BETSY JUDITH PÉREZ ARANGO', 'JAVIER ALEXANDER SÁNCHEZ REYES', 'ADRIANA CAROLINA ARBELÁEZ GIRALDO']",Proyecto de ley,2022-2023,2022 - 2026,ley,-1.0,18.0
189,PL123-22,PL-123 Prohibe riñas de gallos,"['H.S: ESMERALDA HERNANDEZ SILVA', 'MARIA JOSE PIZARRO RODRIGUEZ', 'INTI RAUL ASPRILLA REYES.\r\nH.R: JUAN CARLOS LOZADA VARGAS. MARIA DEL MAR PIZARRO GARCIA', 'MARIA FERNANDA CARRASCAL ROJAS', 'EDUARD SARMIENTO HIDALGO', 'SANTIAGO OSORIO MARIN']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.875,8.0
190,PL122-22,PL-122 Servicio Militar Trans,['Luvi Katherine Miranda Peña'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
191,PL121-22,PL-121 Declara utilidad publica e interes social el tendido construccion y operacion de redes - Tic´s,['H.S: ALFREDO DELUQUE ZULETA'],Proyecto de ley,2022-2023,2022 - 2026,ley,0.0,1.0
192,PL120-22,PL-120 Cabildeo en el sector publico,"['HH.SS: Alfredo Deluque Zuleta', 'Norma Hurtado Sanchez', 'Berner Zambrano Erazo', 'Juan Felipe\r\nLemos Uribe', 'Julio Elias Chagui Florez. – HH.RR: Julian David Lopez Tenorio', 'Ana Paola Garcia Soto', 'Victor Manuel Salcedo Guerrero', 'Milene Jarava Diaz', 'Alvaro Mauricio Londoño', 'Astrid Sanchez\r\nMontes de Oca y otras firmas.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.07692307692307693,13.0
193,PL119-22,PL-119 Derechos Menstruales,"['ANA MARIA CASTAÑEDA GÓMEZ', 'RUBY HELENA CHAGUI SPATH', 'AMANDA ROCÍO GONZÁLEZ RODRÍGUEZ', 'NORA MARÍA GARCÍA BURGOS JORGE ENRIQUE BENEDETTI MARTELO', 'FABER ALBERTO MUÑOZ CERÓN', 'MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'JEZMI LIZETH BARRAZA ARRAUT', 'JOSÉ LUIS PINEDO CAMPO', 'KARINA ESTEFANÍA ROJANO PALACIO', 'NORMA HURTADO SÁNCHEZ', 'KAREN VIOLETTE CURE CORCIONE', 'MODESTO ENRIQUE AGUILERA VIDES', 'JENNIFER KRISTIN ARIAS FALLA', 'JUANITA MARÍA GOEBERTUS ESTRADA', 'ALEJANDRO ALBERTO VEGA PÉREZ']",Proyecto de ley,2022-2023,2022 - 2026,archivado,-0.2857142857142857,7.0
194,PL118-22,PL-118 Sistema Nacional de Juventud,"['H.S: ANGELICA LOZANO CORREA', 'FABIAN DIAZ PLATA', 'AIDA MARINA QUILCUE VIVAS', 'PALOMA VALENCIA LASERNA', 'POLIVIO LEANDRO ROSALES', 'ANA CAROLINA ESPITIA JEREZ', 'JHONATAN PULIDO HERNANDEZ\r\nH.R: DUVALIER SANCHEZ ARANGO', 'ELKIN RODOLFO OSPINA', 'WILMER CASTELLANOS HERNANDEZ', 'CATHERINE JUVINAO CLAVIJO', 'JENNIFER PEDRAZA SANDOVAL', 'JAIME RAUL SALAMANCA TORRES', 'JULIA MIRANDA LONDOÑO', 'MARTHA LISBETH ALFONSO JURADO', 'CRISTIAN DANILO AVENDAÑO  FINO', 'ALEJANDRO GARCIA RIOS', 'SANTIAGO OSORIO MARIN']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.8333333333333334,18.0
195,PL117-22,PL-117 IBC para Independientes,['ENRIQUE CABRALES BAQUERO'],Proyecto de ley,2022-2023,2022 - 2026,archivado,-1.0,1.0
196,PL116-22,PL-116 Prohibe las cabalgatas en Colombia,['H.S: FABIAN DIAZ PLATA'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
197,PL115-22,PL-115 Derecho humano a la alimentacion,"['H.S: WILSON ARIAS CASTILLO', 'IV AN CEPEDA CASTRO', 'CESAR PACHON ACHURRY', 'GUSTAVO BOLIV AR MORENO', 'AIDA A VELLA ESQUIVEL', 'ISABEL CRISTINA ZULETA LOPEZ', 'POLIVIO LEANDRO ROSALES', 'ESMERALDA HERNANDEZ', 'MARTHA PERAL TA EPEIYÚ.\r\nH.R: ALFREDO MONDRAGON GARZON', 'GABRIEL BECERRA YAÑEZ', 'ALIRIO URIBE MUÑOZ']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,12.0
198,PL114-22,PL-114 fracking,"['IVÁN CEPEDA CASTRO', 'ANGELICA LOZANO CORREA', 'GUSTAVO BOLIVAR MORENO', 'ISABEL CRISTINA ZULETA LÓPEZ', 'INTI ASPRILLA REYES', 'CESAR PACHÓN ACHURI', 'MARÍA JOSÉ PIZARRO', 'JAEL QUIROGA CARRILLO', 'ROY LEONARDO BARRERAS', 'ROBERT DAZA GUEVARA', 'MARTHA PERALTA EPIEYU', 'IMELDA DAZA COTES', 'PABLO CATATUMBO TORRES', 'ANDREA PADILLA VILLARRAGA', 'ANA CAROLINA ESPITIA', 'FABIAN DIAZ PLATA', 'OMAR DE JESÚS RESTREPO CORREA', 'SANDRA RAMÍREZ LOBO', 'WILSON ARIAS CASTILLO', 'ESMERALDA HERNANDEZ SILVA', 'AÍDA QUILCUÉ', 'ALEJANDRO VEGA PÉREZ', 'GLORIA FLOREZ', 'ARIEL ÁVILA MARTINEZ', 'JUAN SAMY MERHEG', 'PEDRO HERNANDO FLOREZ', 'POLIVIO ROSALES CADENA', 'IVAN NAME VÁSQUEZ', 'LAURA ESTER FORTICH', 'JULIAN GALLO CUBILLOS;  KATHERINE MIRANDA PEÑA', 'JENNIFER PEDRAZA', 'DUVALIER SÁNCHEZ', 'DAVID RACERO MAYORCA', 'JUAN CARLOS LOZADA', 'CRISTIAN AVENDAÑO', 'JAIRO CALA', 'JULIA MIRANDA', 'MARTHA ALFONSO JURADO', 'ALIRIO URIBE MUÑÓZ', 'JAIME RAUL SALAMANCA', 'JUAN PABLO SALAZAR', 'WILMER CASTELLANOS', 'CARLOS CARREÑO MARIN', 'PEDRO BARACUTAO GARCÍA', 'DANIEL CARVALHO MEJÍA', 'LEILA RINCÓN', 'LUZ MARÍA MÚNERA', 'EDUARD SARMIENTO', 'PEDRO JOSÉ SUÁREZ VACCA', 'GABRIEL PARRADO DURAN', 'MARÍA FERNANDA CARRASCAL', 'NORMAN DAVID BAÑOL', 'WILLIAM ALJURE', 'JORGE CANCIMANCE', 'ELKIN RODOLFO OSIPINA', 'CATHERINE JUVINAO', 'CAROLINA GIRALDO', 'ALEJANDRO GARCÍA RÍOS', 'GERMÁN GÓMEZ', 'SANTIAGO OSORIO', 'ERMES EVELIO PETE', 'JULIAN PEINADO', 'ALFREDO MONDRAGON', 'ÁLVARO RUEDA', 'INGRID AGUIRRE JUVINAO', 'JUAN DIEGO MUÑÓZ CABRERA', 'PIEDAD CORREAL RUBIANO', 'SUSANA GÓMEZ CASTAÑO', 'JULIAN DAVID LÓPEZ', 'JUAN CAMILO LONDOÑO y otras firmas ilegibles']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.8285714285714286,70.0
199,PL113-22,PL-113 Codigo sustantivo del trabajo,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', 'ALEJANDRO CARLOS CHACÓN CAMARGO', 'KARINA ESPINOSA OLIVER', 'FABIO RAÚL AMÍN SALEME', 'CLAUDIA MARÍA PÉREZ GIRALDO', 'LAURA ESTER FORTICH SÁNCHEZ;  MARÍA EUGENIA LOPERA MONSALVE', 'ÁLVARO HENRY MONEDERO RIVERA.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,8.0
200,PL112-22,PL-112 Derechos sexuales y reproductivos,"['H.S: ANGELICA LOZANO CORREA', 'ARIEL ÁVILA', 'INTI RAÙL ASPRILLA REYES', 'HUMBERTO DE LA CALLE LOMBANA', 'FABIÁN DÍAZ PLATA', 'IVÁN LEONIDAS NAME VASQUEZ.H.R: CATHERINE JUVINAO CLAVIJO', 'DANIEL CARVALHO MEJÍA', 'DUVALIER SÁNCHEZ ARANGO', 'JAIME RAÚL SALAMANCA TORRES', 'JUAN DIEGO MUÑOZ CABRERA', 'CAROLINA GIRALDO BOTERO', 'JENNIFER PEDRAZA SANDOVAL', 'CRISTIAN DANILO AVENDAÑO FINO', 'ALEJANDRO GARCÍA RIOS', 'V.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,14.0
201,PL111-22,PL-111 Codigo electora Colombiano,"['MINISTRO DEL INTERIOR: ALFONSO PRADA GIL \r\nPRESIDENTE DEL CONSEJO NACIONAL ELECTORALCESAR AUGUSTO ABREO MENDEZ.\r\nACOMPAÑAMIENTO:  REGISTRADOR NACIONAL DEL ESTADO CIVIL', 'ALEXANDER VEGA ROCHA', 'LOS HONORABLES SENADORES : ROY BARRERAS MONTEALEGRE', 'GUSTAVO BOLÍVAR MORENO', 'ISABEL CRISTINA ZULETA', 'HONORABLES REPRESENTANTES:  DAVID RICARDO RACERO MAYORGA', 'EDUARD SARMIENTO HIDALGO', 'JHON JAIRO GONZALEZ.\r\nMAGISTRADO DEL CONSEJO ELECTORAL:Doctor  HERNAN PENAGOS GIRALDO']",Proyecto de ley,2022-2023,2022 - 2026,corte,0.8571428571428571,7.0
202,PL110-22,PL-110 Atencion durante el embarazo y primera infancia,"['MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'SANDRA YANETH JAIMES CRUZ', 'CLARA EUGENIA LÓEZ OBREGÓN', 'CESAR AUGUSTO PACHÓN ACHURY', 'ANDREA PADILLA VILLARRAGA', 'JAHEL QUIROGA CARRILLO', 'GLORIA INÉS FLÓREZ SCHNEIDER', 'MARTHA ISABEL PERALTA EPIEYÚ', 'AÍDA MARINA QUILCUÉ VIVAS', 'ROBERT DAZA GUEVARA', 'ISABEL CRISTINA ZULETA LÓPEZ;  GABRIEL BECERRA YAÑEZ', 'MARÍA FERNANDA CARRASCAL ROJAS', 'ETNA TÁMARA ARGOTE CALDERÓN', 'MARÍA DEL MAR PIZARRO GARCÍA', 'SANTIAGO OSORIO MARÍN', 'DAVID ALEJANDRO TORO RAMÍREZ', 'PEDRO JOSÉ SUAREZ VACCA', 'LEIDER ALEXANDRA VÁSQUEZ OCHOA', 'JORGE ANDRÉS CANCIMANCE LÓPEZ', 'JUAN CARLOS LOZADA VARGAS', 'LEYLA MARLENY RINCON TRUJILLO', 'JOHN JAIRO GONZALEZ AGUDELO', 'EDUARD GIOVANNY SARMIENTO HIDALGO.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.9583333333333334,24.0
203,PL109-22,PL-109 Violencia y acoso politico contra las mujeres,"['H.S: MARIA JOSE PIZARRO RODRIGUEZ', 'SANDRA YANETH JAIMES CRUZ', 'CLARA EUGENIA LOPEZ OBREGON', 'CESAR AUGUSTO PACHON ACHURY', 'FABIAN DIAZ PLATA', 'ANDREA PADILLA VILLARRAGA', 'JAHEL QUIROGA CARRILLO', 'GLORA INES FLOREZ SCHNEIDER', 'ESMERALDA HERNANDEZ SILVA', 'MARTHA ISABEL PERALTA', 'EPIEYU', 'AIDA MARINA QUILCUE VIVAS', 'ROBERT DAZA GUEVARA', 'ISABLE CRISTINA ZULETA.\r\nH.R: MARIA FERNANDA CARRASCAL ROJAS', 'ETNA TAMARA ARGOTE CALDERON', 'PEDRO JOSE SUAREZ VACCA', 'GABRIEL BECERRA YAÑEZ', 'SANTIAGO OSORIO MARIN', 'DAVID ALEJANDRO TORO RAMIREZ', 'LEIDER ALEXANDRA VASQIEZ OCHOA', 'JORGE CANCIMANCE LOPEZ', 'DAVID RICARDO RACERO MAYORCA', 'JUAN CARLOS LOZADA VARGAS', 'GABRIEL ERNESTO PARRADO DURAN', 'EDUARD SARMIENTO HIDALGO', 'ALIRIO URIBE MUÑOZ', 'LEYLA M RINCON', 'JHON JAIRO GONZALEZ', 'Y OTRAS FIRMAS NO LEGIBLES']",Proyecto de ley,2022-2023,2022 - 2026,corte,0.9629629629629629,27.0
204,PL108-22,PL-108 Cannabis de uso adulto,"['H.S: GUSTAVO BOLIVAR MORENO', 'AIDA MARINA QUILCUÉ VIVAS', 'POLIVIO LEANDRO ROSALES CADENA', 'GLORIA INÉS FLÓREZ SCHNEIDER', 'PEDRO HERNANDO FLOREZ PORRAS H.R:ERMES EVELIO PETE VIVAS', 'ERICK ADRIAN VELASCO BURBANO', 'NORMAN DAVID BAÑOL ALVAREZ.', 'JORGE ALEJANDRO OCAMPO GIRALDO', 'JUAN PABLO SALAZAR', 'SUSANA GÓMEZ CASTAÑO', 'JUAN CARLOS LOZADA VARGAS']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.9166666666666666,12.0
205,PL107-22,PL-107 Reduccion de emisiones,"['H.S: ANGÉLICA LOZANO CORREA', 'INTI RAÚL ASPRILLA REYES', 'NADYA BLEL SCAFF', 'ANDREA PADILLA VILLARRAGA', 'FABIÁN DÍAZ PLATA', 'JONATHAN FERNEY PULIDO', 'IVÁN LEONIDAS NAME VASQUEZ.\r\nH.R: JULIA MIRANDA LONDOÑO', 'ELKIN RODOLFO OSPINA OSPINA', 'CATHERINE JUVINAO CLAVIJO', 'CRISTIAN DANILO AVENDAÑO FINO', 'DANIEL CARVALHO MEJÍA', 'SANTIAGO OSORIO MARIN', 'JAIME RAÚL SALAMANCA TORRES', 'ALEJANDRO GARCÍA RIOS', 'JUAN DIEGO MUÑOZ CABRERA', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ', 'CAROLINA GIRALDO BOTERO', 'WILMER CASTELLANOS.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.7894736842105263,19.0
207,PL105-22,PL-105 Entornos Seguros,"['H.S: NADYA BLEL SCAFF', 'JUAN SAMY MERHEG MARÚN', 'EFRAÍN CEPEDA SARABIA', 'H.R: JULIANA ARAY FRANCO', 'JORGE ALEXANDER QUEVEDO HERRERA']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.0,5.0
208,PL104-22,PL-104 Reduce el costo de derecho de Grado,"['H.S: NADYA BLEL SCAFF', 'JUAN SAMY MERHEG MARÚN', 'GERMÁN BLANCO ÁLVAREZ', 'EFRAÍN CEPEDA SARABIA.\r\nH.R: YAMIL HERNANDO ARANA PADAUÍ', 'JULIANA ARAY FRANCO', 'JORGE ALEXANDER QUEVEDO HERRERA', 'ARMANDO ZABARAIN D’ARCE.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.0,8.0
209,PL103-22,PL-103 Prohibe progresivamente la exportacion maritima de animaes,"['H.S: ANDREA PADILLA VILLARRAGA', 'ANGÉLICA LOZANO', 'ANA CAROLINA ESPITIA JEREZ', 'GUIDO ECHEVERRI', 'PIEDRAHITA', 'FABIÁN DÍAZ PLATA', 'IVÁN LEONIDAS NAME VASQUEZ', 'ALEXANDER LÓPEZ MAYA', 'MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'ISABEL CRISTINA ZULETA LOPEZ.\r\nH.R: SANTIAGO OSORIO MARIN', 'JAIME RAÚL SALAMANCA TORRES', 'JUAN CAMILO LONDOÑO BARRERA', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ', 'ALEJANDRO GARCÍA RIOS', 'CRISTIAN DANILO AVENDAÑO FINO', 'KATHERINE MIRANDA', 'DANIEL CARVALHO MEJÍA']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.9444444444444444,18.0
210,PL102-22,PL-102 Modifica la ley 84 de 1989 ley 599 de 2000 ley 1774 de 2016,"['H.S: ANDREA PADILLA VILLARRAGA', 'GUIDO ECHEVERRI PIEDRAHITA', 'ANA CAROLINA ESPITIA JEREZ', 'IVÁN LEONIDAS NAME VASQUEZ', 'ALEXANDER LÓPEZ MAYA', 'MARCOS DANIEL PINEDA GARCÍA.\r\nH.R: SANTIAGO OSORIO MARIN', 'JAIME RAUL SALAMANCA', 'JUAN CAMILO LONDOÑO BARRERA', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ', 'CRISTIAN DANILO AVENDAÑO FINO', 'KATHERINE MIRANDA', 'DUVALIER SÁNCHEZ ARANGO']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.8461538461538461,13.0
211,PL101-22,PL-101 Protecciion y sancion del acoso sexual,"['ANGÉLICA LISBETH LOZANO CORREA', 'ARIEL FERNANDO ÁVILA MARTÍNEZ', 'EDWING FABIÁN DÍAZ PLATA', 'IVÁN LEONIDAS NAME VÁSQUEZ', 'NADYA GEORGETTE BLEL SCAFF;  CAROLINA GIRALDO BOTERO', 'CATHERINE JUVINAO CLAVIJO', 'CRISTIAN DANILO AVENDAÑO FINO', 'JUAN DIEGO MUÑÓZ CABRERA', 'DANIEL CARVALHO MEJÍA', 'DUVALIER SÁNCHEZ ARANGO', 'JAIME RAÚL SALAMANCA TORRES', 'SANTIAGO OSORIO MARÍN', 'JENNIFER DALLEY PEDRAZA SANDOVAL', 'ALEJANDRO GARCÍA RIOS', 'ELKIN RODOLFO OSPINA OSPINA', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.8823529411764706,17.0
212,PL100-22,PL-100 Conservacion de los humedales,"['H.S: ANGÉLICA LOZANO CORREA', 'INTI RAÚL ASPRILLA REYES', 'HUMBERTO DE LA CALLE LOMBANA', 'FABIÁN DÍAZ PLATA', 'IVÁN LEONIDAS NAME VASQUEZ', 'JONATHAN FERNEY PULIDO.\r\nH.R: ELKIN RODOLFO OSPINA OSPINA', 'CAROLINA GIRALDO BOTERO', 'JUAN DIEGO MUÑOZ CABRERA', 'CATHERINE JUVINAO CLAVIJO', 'SANTIAGO OSORIO MARIN', 'DANIEL CARVALHO MEJÍA', 'JAIME RAÚL SALAMANCA TORRES', 'ALEJANDRO GARCÍA RIOS', 'JULIA MIRANDA LONDOÑO', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ', 'WILMER CASTELLANOS.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.8235294117647058,17.0
213,PL099-22,PL-099 Establecimiento de refugiosDescargar ,"['H.S: ANDREA PADILLA VILLARRAGA', 'MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'GUIDO ECHEVERRI PIEDRAHITA', 'FABIÁN DÍAZ PLATA', 'IVÁN LEONIDAS NAME VASQUEZ', 'ALEXANDER LÓPEZ MAYA.\r\nH.R: SANTIAGO OSORIO MARIN', 'ELKIN RODOLFO OSPINA OSPINA', 'JAIME RAÚL SALAMANCA TORRES', 'JUAN CAMILO LONDOÑO BARRERA', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ', 'CRISTIAN DANILO AVENDAÑO FINO', 'KATHERINE MIRANDA', 'DANIEL CARVALHO MEJÍA']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.9285714285714286,14.0
214,PL098-22,PL-098 Licencia ambiental,"['H', 'S: ANGÉLICA LOZANO CORREA', 'INTI RAÚL ASPRILLA REYES', 'FABIÁN DÍAZ PLATA', 'IVÁN LEONIDAS NAME VASQUEZ', 'ANDREA PADILLA VILLARRAGA', 'JONATHAN FERNEY PULIDO.\r\nH.R: CAROLINA GIRALDO BOTERO', 'JULIA MIRANDA LONDOÑO', 'ELKIN RODOLFO OSPINA OSPINA', 'CATHERINE JUVINAO CLAVIJO', 'JUAN DIEGO MUÑOZ CABRERA', 'CRISTIAN DANILO AVENDAÑO FINO', 'SANTIAGO OSORIO MARIN', 'JAIME RAÚL SALAMANCA TORRES', 'ALEJANDRO GARCÍA RIOS', 'JUAN SEBASTIÁN GÓMEZ GONZÁLEZ', 'MARTHA LISBETH ALFONSO JURADO', 'DUVALIER SÁNCHEZ ARANGO', 'WILMER CASTELLANOS.']",Proyecto de ley,2022-2023,2022 - 2026,archivado,0.8421052631578947,19.0
215,PL097-22,PL-097 Regimen salarial de los congresistas,['H.S: JONATHAN PULIDO HERNANDEZ.\r\nH.R: TERESA DE JESUS ENRIQUEZ ROSERO'],Proyecto de ley,2022-2023,2022 - 2026,archivado,0.5,2.0
216,PL096-22,PL-096 Formalizacion de tierras para las mujeres,['H.S: PIEDAD ESNEDA CORDOBA RUIZ'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
217,PL095-22,PL-095 Violencia politica contra la mujer,['H.S: PIEDAD CORDOBA RUIZ'],Proyecto de ley,2022-2023,2022 - 2026,corte,1.0,1.0
218,PL094-22,PL-094 Sistema unico de registro de profesiones,['PIEDAD ESNEDA CORDOBA RUIZ'],Proyecto de ley,2022-2023,2022 - 2026,archivado,1.0,1.0
219,PL093-22,PL-093 Participacion Paritaria de las Mujeres,"['H.S: ANGÉLICA LOZANO CORREA', 'FABIÁN DÍAZ PLATA', 'ANA CAROLINA ESPITIA JEREZ', 'IVÁN LEONIDAS NAME VASQUEZ', 'NADYA BLEL SCAFF', 'H.R: CATHERINE JUVINAO CLAVIJO', 'DUVALIER SÁNCHEZ ARANGO', 'JENNIFER PEDRAZA', 'CAROLINA GIRALDO BOTERO', 'JUAN DIEGO MUÑOZ CABRERA', 'DANIEL CARVALHO MEJÍA', 'Elkin Rodolfo Ospina Ospina', 'JAIME RAÚL SALAMANCA', 'SANTIAGO OSORIO MARIN', 'ALEJANDRO GARCÍA RIOS', 'Cristian Danilo Avendaño Fino', 'JUAN SEBASTIÁN GÓMEZ']",Proyecto de ley,2022-2023,2022 - 2026,ley,0.8823529411764706,17.0
220,PL092-22,PL-092 Industria Farmaceutica,['H.S: PEDRO HERNANDO FLORES PORRAS\r\nH.R: JENNIFER PEDRAZA SANDOVAL'],Proyecto de ley,2022-2023,2022 - 2026,ley,1.0,2.0
